symbol,name,sector,industry,market_cap_usd
WOLF,Wolfspeed Inc. Common Stock New,Technology,Semiconductors,3378418371.0
SKYW,SkyWest Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,3363985034.0
BKU,BankUnited Inc. Common Stock,Finance,Savings Institutions,3359348821.0
GBDC,Golub Capital BDC Inc. Common Stock,Finance,Finance: Consumer Services,3357782883.0
EXTR,Extreme Networks Inc. Common Stock,Telecommunications,Computer Communications Equipment,3347919053.0
MMED,MiniMed Group Inc. Common Stock,Health Care,Medical/Dental Instruments,3333333258.0
CBU,Community Financial System Inc. Common Stock,Finance,Major Banks,3332508048.0
ICUI,ICU Medical Inc. Common Stock,Health Care,Medical/Dental Instruments,3331894816.0
FHB,First Hawaiian Inc. Common Stock,Finance,Major Banks,3327099412.0
WSBC,WesBanco Inc. Common Stock,Finance,Major Banks,3324000154.0
MHO,M/I Homes Inc. Common Stock,Consumer Discretionary,Homebuilding,3322107950.0
FIZZ,National Beverage Corp. Common Stock,Consumer Staples,Beverages (Production/Distribution),3303340559.0
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,3297747284.0
NATL,NCR Atleos Corporation Common Stock,Miscellaneous,Office Equipment/Supplies/Services,3297220022.0
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,3294336496.0
BULL,Webull Corporation Class A Ordinary Shares,Finance,Investment Bankers/Brokers/Service,3286639350.0
OPCH,Option Care Health Inc. Common Stock,Health Care,Medical/Nursing Services,3286585659.0
CVI,CVR Energy Inc. Common Stock,Energy,Integrated oil Companies,3262217938.0
LIF,Life360 Inc. Common Stock,Technology,EDP Services,3259094612.0
COLM,Columbia Sportswear Company Common Stock,Consumer Discretionary,Apparel,3241814805.0
CON,Concentra Group Holdings Parent Inc. Common Stock,Health Care,Medical Specialities,3239992270.0
CSQ,Calamos Strategic Total Return Common Stock,Finance,Finance Companies,3230185355.0
RWTN,Redwood Trust Inc. 9.125% Senior Notes Due 2029,Real Estate,Real Estate Investment Trusts,3229294365.0
FFBC,First Financial Bancorp. Common Stock,Finance,Major Banks,3224479663.0
PTRN,Pattern Group Inc. Series A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,3222500069.0
MMS,Maximus Inc. Common Stock,Consumer Discretionary,Business Services,3213894005.0
CC,Chemours Company (The) Common Stock,Industrials,Major Chemicals,3213571641.0
BELFA,Bel Fuse Inc. Class A Common Stock,,,3210447884.0
CRVL,CorVel Corp. Common Stock,Finance,Specialty Insurers,3209303897.0
GPOR,Gulfport Energy Corporation Common Shares,Energy,Oil & Gas Production,3202549419.0
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining,3201030969.0
HWKN,Hawkins Inc. Common Stock,Consumer Discretionary,Specialty Chemicals,3195752473.0
BKD,Brookdale Senior Living Inc. Common Stock,Health Care,Hospital/Nursing Management,3175904287.0
BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,3175119140.0
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,Telecommunications,Cable & Other Pay Television Services,3158385037.0
MZTI,The Marzetti Company Common Stock,Consumer Staples,Packaged Foods,3153530000.0
RWTO,Redwood Trust Inc. 9.00% Senior Notes Due 2029,Real Estate,Real Estate Investment Trusts,3152626084.0
FGN,F&G Annuities & Life Inc. 7.950% Senior Notes due 2053,Finance,Life Insurance,3152463700.0
FUL,H. B. Fuller Company Common Stock,Industrials,Home Furnishings,3148275847.0
TDC,Teradata Corporation Common Stock,Technology,Computer Software: Prepackaged Software,3146704000.0
AVNT,Avient Corporation Common Stock,Industrials,Major Chemicals,3146575830.0
GEO,Geo Group Inc (The) REIT,Consumer Discretionary,Homebuilding,3142702040.0
KN,Knowles Corporation Common Stock,Consumer Staples,Consumer Electronics/Appliances,3136653796.0
MCHB,Mechanics Bancorp Class A Common Stock,Finance,Major Banks,3132825282.0
IAC,IAC Inc. Common Stock,Technology,Computer Software: Programming Data Processing,3126193670.0
ELF,e.l.f. Beauty Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics,3123863443.0
INOD,Innodata Inc. Common Stock,Technology,EDP Services,3117933582.0
CHEF,The Chefs' Warehouse Inc. Common Stock,Consumer Discretionary,Food Distributors,3117857513.0
SXI,Standex International Corporation Common Stock,Industrials,Industrial Machinery/Components,3099239346.0
SFNC,Simmons First National Corporation Class A Common Stock,Finance,Major Banks,3095670220.0
BKV,BKV Corporation Common Stock,Energy,Oil & Gas Production,3094547225.0
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,3086700470.0
BOH,Bank of Hawaii Corporation Common Stock,Finance,Major Banks,3082118912.0
LXP,LXP Industrial Trust Common Stock (Maryland REIT),Real Estate,Real Estate Investment Trusts,3079679227.0
WRBY,Warby Parker Inc. Class A Common Stock,Health Care,Ophthalmic Goods,3078925271.0
SLG,SL Green Realty Corp Common Stock,Real Estate,Real Estate Investment Trusts,3077556379.0
PRK,Park National Corporation Common Stock,Finance,Major Banks,3068734773.0
SHOO,Steven Madden Ltd. Common Stock,Consumer Discretionary,Shoe Manufacturing,3064472331.0
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,Investment Managers,3062362248.0
NHC,National HealthCare Corporation Common Stock,Health Care,Hospital/Nursing Management,3061449636.0
BHE,Benchmark Electronics Inc. Common Stock,Technology,Electrical Products,3053853304.0
AEHR,Aehr Test Systems Common Stock,Industrials,Electrical Products,3050527591.0
CTRI,Centuri Holdings Inc. Common Stock,Utilities,Oil & Gas Production,3048226792.0
KBH,KB Home Common Stock,Consumer Discretionary,Homebuilding,3044704756.0
USLM,United States Lime & Minerals Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),3041445218.0
MPT,Medical Properties Trust Inc. common stock,Real Estate,Real Estate Investment Trusts,3038348000.0
CAKE,Cheesecake Factory Incorporated (The) Common Stock,Consumer Discretionary,Restaurants,3037763094.0
CPK,Chesapeake Utilities Corporation Common Stock,Utilities,Oil & Gas Production,3037082362.0
PLAB,Photronics Inc. Common Stock,Technology,Semiconductors,3034410635.0
ITGR,Integer Holdings Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,3031488026.0
VC,Visteon Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,3028970563.0
BXMT,Blackstone Mortgage Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,3027869184.0
CWK,Cushman & Wakefield Ltd. Common Shares,Finance,Real Estate,3020133509.0
FSK,FS KKR Capital Corp. Common Stock,Finance,Investment Managers,3019116148.0
PLMR,Palomar Holdings Inc. Common stock,Finance,Property-Casualty Insurers,3017995791.0
TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,Specialty Foods,3011357511.0
NIC,Nicolet Bankshares Inc. Common Stock,Finance,Major Banks,3011182419.0
GPK,Graphic Packaging Holding Company,Consumer Discretionary,Containers/Packaging,3009174726.0
TXG,10x Genomics Inc. Class A Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,3006322556.0
HAYW,Hayward Holdings Inc. Common Stock,Industrials,Industrial Machinery/Components,3004937439.0
AWR,American States Water Company Common Stock,Utilities,Water Supply,3003724926.0
UNFI,United Natural Foods Inc. Common Stock,Consumer Discretionary,Food Distributors,2995679394.0
BTU,Peabody Energy Corporation Common Stock ,Energy,Coal Mining,2991025412.0
PATK,Patrick Industries Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,2989007174.0
CURB,Curbline Properties Corp. Common Stock,Finance,Real Estate,2988874222.0
CLMT,Calumet Inc. Common Stock,Energy,Integrated oil Companies,2982175370.0
HAE,Haemonetics Corporation Common Stock,Health Care,Medical/Dental Instruments,2976257427.0
IPAR,Interparfums Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics,2966548094.0
NN,NextNav Inc. Common Stock,Industrials,Industrial Machinery/Components,2966139054.0
GEF,Greif Inc. Class A Common Stock,,,2966103177.0
SBCF,Seacoast Banking Corporation of Florida Common Stock,Finance,Major Banks,2965054078.0
OLN,Olin Corporation Common Stock,Industrials,Major Chemicals,2964758927.0
BRZE,Braze Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,2964170596.0
ADEA,Adeia Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2962490098.0
DNLI,Denali Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2958349498.0
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,Basic Materials,Precious Metals,2952774624.0
NSIT,Insight Enterprises Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,2951828808.0
PARR,Par Pacific Holdings Inc.  Common Stock,Energy,Oil & Gas Production,2949987816.0
PAY,Paymentus Holdings Inc. Class A Common Stock,Consumer Discretionary,Business Services,2949759953.0
RCUS,Arcus Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2946865186.0
BEAM,Beam Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2946460689.0
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,Energy,Oil & Gas Production,2936740754.0
AKR,Acadia Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts,2932036416.0
NTCT,NetScout Systems Inc. Common Stock,Technology,EDP Services,2932018767.0
CECO,CECO Environmental Corp. Common Stock,Industrials,Pollution Control Equipment,2931185363.0
TNGX,Tango Therapeutics Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,2927675156.0
DAVE,Dave Inc. Class A Common Stock,Finance,Finance: Consumer Services,2927342053.0
WT,WisdomTree Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,2918119374.0
POWWP,Outdoor Holding Company 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,Industrials,Ordnance And Accessories,2914624742.0
ATRO,Astronics Corporation Common Stock,Industrials,Military/Government/Technical,2898051105.0
BANC,Banc of California Inc. Common Stock,Finance,Major Banks,2891563243.0
QTWO,Q2 Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2887131509.0
GRAL,GRAIL Inc. Common Stock ,Health Care,Medical Specialities,2883565884.0
PFS,Provident Financial Services Inc Common Stock,Finance,Savings Institutions,2873416798.0
PRVA,Privia Health Group Inc. Common Stock,Health Care,Medical/Nursing Services,2871822003.0
DYN,Dyne Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2871500637.0
HTGC,Hercules Capital Inc. Common Stock,Finance,Investment Managers,2870399171.0
KALU,Kaiser Aluminum Corporation Common Stock,Industrials,Metal Fabrications,2867286135.0
LFST,LifeStance Health Group Inc. Common Stock,Health Care,Medical/Nursing Services,2866096452.0
DBRG,DigitalBridge Group Inc.,Real Estate,Real Estate Investment Trusts,2865070121.0
GRBK,Green Brick Partners Inc. Common Stock,Consumer Discretionary,Homebuilding,2861892951.0
ATKR,Atkore Inc. Common Stock,Miscellaneous,Industrial Machinery/Components,2861775794.0
NMIH,NMI Holdings Inc. Common Stock,Finance,Property-Casualty Insurers,2841348723.0
HIW,Highwoods Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,2828494678.0
WK,Workiva Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,2823363794.0
UE,Urban Edge Properties Common Shares of Beneficial Interest,Finance,Real Estate,2807725466.0
ALMS,Alumis Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2807373400.0
ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),Finance,Major Banks,2806526578.0
TENB,Tenable Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2806421713.0
BWIN,The Baldwin Insurance Group Inc. Class A Common Stock,Finance,Specialty Insurers,2802879508.0
EXPO,Exponent Inc. Common Stock,Consumer Discretionary,Professional Services,2802516807.0
SUPN,Supernus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2798094949.0
MGEE,MGE Energy Inc,Energy,Electric Utilities: Central,2795693457.0
RHI,Robert Half Inc. Common Stock,Consumer Discretionary,Professional Services,2793637916.0
WDFC,WD-40 Company Common Stock,Industrials,Major Chemicals,2789304835.0
GPCR,Structure Therapeutics Inc. American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,2785410282.0
QUBT,Quantum Computing Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2776335690.0
VISN,Vistance Networks Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,2774506461.0
ARCB,ArcBest Corporation Common Stock,Industrials,Trucking Freight/Courier Services,2773399075.0
KD,Kyndryl Holdings Inc. Common Stock,Technology,EDP Services,2770745990.0
FTAIM,FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,Industrials,Misc Corporate Leasing Services,2769729986.0
AEO,American Eagle Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,2769182729.0
PHIN,PHINIA Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,2769137738.0
WHR,Whirlpool Corporation Common Stock,Consumer Discretionary,Consumer Electronics/Appliances,2766002573.0
CALY,Callaway Golf Company Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,2764671319.0
FCPT,Four Corners Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,2750314877.0
KMT,Kennametal Inc. Common Stock,Industrials,Industrial Machinery/Components,2749660516.0
DX,Dynex Capital Inc. Common Stock,Real Estate,Real Estate Investment Trusts,2736719537.0
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,Miscellaneous,Industrial Machinery/Components,2736483058.0
UPST,Upstart Holdings Inc. Common stock,Finance,Finance: Consumer Services,2733522411.0
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,Energy,Natural Gas Distribution,2727528865.0
WOR,Worthington Enterprises Inc. Common Shares,Industrials,Steel/Iron Ore,2715810089.0
FBK,FB Financial Corporation Common Stock,Finance,Major Banks,2714255978.0
LCII,LCI Industries,Consumer Discretionary,Auto Parts:O.E.M.,2711928507.0
MGRC,McGrath RentCorp Common Stock,Consumer Discretionary,Diversified Commercial Services,2703759642.0
PENG,Penguin Solutions Inc. Common Stock,Technology,Semiconductors,2700274901.0
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,,,2688805094.0
SHAK,Shake Shack Inc. Class A Common Stock,Consumer Discretionary,Restaurants,2683256997.0
UNIT,Uniti Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts,2680684798.0
TARS,Tarsus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2678671687.0
TALO,Talos Energy Inc. Common Stock,Energy,Oil & Gas Production,2677490121.0
DK,Delek US Holdings Inc. Common Stock,Energy,Integrated oil Companies,2677039835.0
CCC,CCC Intelligent Solutions Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2676448844.0
WTTR,Select Water Solutions Inc. Class A common stock,Energy,Oilfield Services/Equipment,2663431975.0
VOYG,Voyager Technologies Inc. Class A Common Stock,Industrials,Military/Government/Technical,2645462242.0
FA,First Advantage Corporation Common Stock,Technology,EDP Services,2645101265.0
CWT,California Water Service Group Common Stock,Utilities,Water Supply,2630550865.0
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,Finance,Investment Managers,2622681318.0
ASH,Ashland Inc. Common Stock,Consumer Discretionary,Specialty Chemicals,2619518722.0
WU,Western Union Company (The) Common Stock,Consumer Discretionary,Business Services,2615081820.0
HLIO,Helios Technologies Inc. Common Stock,Industrials,Metal Fabrications,2614627845.0
FTAIN,FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,Industrials,Misc Corporate Leasing Services,2609710808.0
ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2609239182.0
WAFD,WaFd Inc. Common Stock,Finance,Major Banks,2603830035.0
KLRA,Kailera Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2602825524.0
TRMK,Trustmark Corporation Common Stock,Finance,Major Banks,2602086287.0
TRN,Trinity Industries Inc. Common Stock,Industrials,Railroads,2601420058.0
NESR,National Energy Services Reunited Corp Ordinary Shares,Energy,Oilfield Services/Equipment,2597825289.0
BW,Babcock & Wilcox Enterprises Inc. Common Stock,Industrials,Building Products,2593486019.0
RLAY,Relay Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2592160812.0
NMRK,Newmark Group Inc. Class A Common Stock,Finance,Real Estate,2591904668.0
TOWN,TowneBank Common Stock,Finance,Major Banks,2583998138.0
MFAO,MFA Financial Inc. 9.000% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts,2583657886.0
VAC,Marriott Vacations Worldwide Corporation Common Stock,Finance,Real Estate,2582254982.0
RH,RH Common Stock,Consumer Discretionary,Other Specialty Stores,2578442907.0
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts,2578011107.0
DBD,Diebold Nixdorf Incorporated Common stock,Miscellaneous,Office Equipment/Supplies/Services,2572889526.0
IVT,InvenTrust Properties Corp. Common Stock,Real Estate,Real Estate Investment Trusts,2563310337.0
IDYA,IDEAYA Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2556752772.0
FSLY,Fastly Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,2554080000.0
IRON,Disc Medicine Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2552463127.0
CARG,CarGurus Inc. Class A Common Stock ,Technology,EDP Services,2546883648.0
HUN,Huntsman Corporation Common Stock,Industrials,Major Chemicals,2544315615.0
HTFL,Heartflow Inc. Common Stock,Health Care,Medical/Dental Instruments,2543242018.0
CUBI,Customers Bancorp Inc Common Stock,Finance,Major Banks,2541955363.0
BKE,Buckle Inc. (The) Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,2541387182.0
HUBG,Hub Group Inc. Class A Common Stock,Industrials,Integrated Freight & Logistics,2535424525.0
FRPT,Freshpet Inc. Common Stock,Consumer Staples,Packaged Foods,2534785160.0
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,Industrials,Building Products,2532493427.0
ELVN,Enliven Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2529991457.0
FRME,First Merchants Corporation Common Stock,Finance,Major Banks,2529732824.0
NIQ,NIQ Global Intelligence plc Ordinary Shares,Technology,Computer Software: Programming Data Processing,2523415724.0
EEFT,Euronet Worldwide Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,2520571223.0
NOG,Northern Oil and Gas Inc. Common Stock,Energy,Oil & Gas Production,2512539171.0
FRSH,Freshworks Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,2510022236.0
CALX,Calix Inc Common Stock,Consumer Discretionary,Telecommunications Equipment,2502179590.0
HOG,Harley-Davidson Inc. Common Stock,Consumer Discretionary,Motor Vehicles,2498016806.0
DGII,Digi International Inc. Common Stock,Telecommunications,Computer Communications Equipment,2494377486.0
WSBCO,WesBanco Inc. Depositary Shares each representing 1/40th interest in a share of 7.375% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks,2478573031.0
PTON,Peloton Interactive Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,2472383892.0
SAH,Sonic Automotive Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,2470176690.0
AMSC,American Superconductor Corporation Common Stock,Consumer Discretionary,Metal Fabrications,2468220854.0
FLOC,Flowco Holdings Inc. Class A Common Stock,Consumer Discretionary,Oil and Gas Field Machinery,2463719494.0
KWR,Quaker Houghton Common Stock,Industrials,Major Chemicals,2463256417.0
MLYS,Mineralys Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2462568315.0
DFTX,Definium Therapeutics Inc. Common Shares,Health Care, Medicinal Chemicals and Botanical Products ,2454002618.0
IMNM,Immunome Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2453003534.0
VERA,Vera Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2443490052.0
GRDN,Guardian Pharmacy Services Inc. Class A Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores,2436577996.0
HTO,H2O America Common Stock,Utilities,Water Supply,2432173558.0
FBNC,First Bancorp Common Stock,Finance,Major Banks,2426667972.0
CENT,Central Garden & Pet Company Common Stock,Consumer Discretionary,Consumer Specialties,2413980654.0
ANDE,Andersons Inc. (The) Common Stock,Industrials,Farming/Seeds/Milling,2412729868.0
BBT,Beacon Financial Corporation Common stock,Finance,Banks,2412226955.0
CLDX,Celldex Therapeutics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2412061373.0
ROG,Rogers Corporation Common Stock,Industrials,Major Chemicals,2411872535.0
NOVTU,Novanta Inc. Tangible Equity Units,Miscellaneous,Industrial Machinery/Components,2408608016.0
ICHR,Ichor Holdings Ordinary Shares,Technology,Semiconductors,2404431975.0
NBTB,NBT Bancorp Inc. Common Stock,Finance,Major Banks,2388829956.0
DNOW,DNOW Inc. Common Stock,Consumer Discretionary,Oil and Gas Field Machinery,2385876011.0
WERN,Werner Enterprises Inc. Common Stock,Industrials,Trucking Freight/Courier Services,2385415076.0
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,Finance,Finance/Investors Services,2382741247.0
TMDX,TransMedics Group Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2382456400.0
AESI,Atlas Energy Solutions Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2381949487.0
MTX,Minerals Technologies Inc. Common Stock,Basic Materials,Major Chemicals,2381160684.0
RAMP,LiveRamp Holdings Inc. Common Stock,Technology,EDP Services,2379808504.0
CXT,Crane NXT Co. Common Stock,Industrials,Metal Fabrications,2365566707.0
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,Energy,Oil & Gas Production,2363550193.0
BCC,Boise Cascade L.L.C. Common Stock,Consumer Discretionary,RETAIL: Building Materials,2363342670.0
HE,Hawaiian Electric Industries Inc. Common Stock,Utilities,Electric Utilities: Central,2359928980.0
ABM,ABM Industries Incorporated Common Stock,Consumer Discretionary,Diversified Commercial Services,2352434036.0
OUST,Ouster Inc. Common Stock,Industrials,Industrial Machinery/Components,2349964200.0
UAA,Under Armour Inc. Class A Common Stock,Consumer Discretionary,Apparel,2344786906.0
NGVT,Ingevity Corporation Common Stock ,Industrials,Major Chemicals,2318228572.0
PK,Park Hotels & Resorts Inc. Common Stock ,Consumer Discretionary,Hotels/Resorts,2317674721.0
VVX,V2X Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,2316016160.0
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2303662949.0
TBBK,The Bancorp Inc Common Stock,Finance,Major Banks,2303217165.0
UA,Under Armour Inc. Class C Common Stock,Consumer Discretionary,Apparel,2302154417.0
BUSE,First Busey Corporation Class A Common Stock,Finance,Major Banks,2290349493.0
ADAMI,Adamas Trust Inc. 9.125% Senior Notes Due 2029,Real Estate,Real Estate Investment Trusts,2283507909.0
ADAMM,Adamas Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,2282472143.0
LCID,Lucid Group Inc. Common Stock,Industrials,Auto Manufacturing,2279099759.0
SOC,Sable Offshore Corp. Common Stock,Energy,Oil & Gas Production,2275309293.0
PBH,Prestige Consumer Healthcare Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2273863968.0
DRVN,Driven Brands Holdings Inc. Common Stock,Consumer Discretionary,Automotive Aftermarket,2271126598.0
AMPX,Amprius Technologies Inc. Common Stock,Miscellaneous,Industrial Machinery/Components,2270283535.0
KOD,Kodiak Sciences Inc Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2267216917.0
PENN,PENN Entertainment Inc. Common Stock,Consumer Discretionary,Hotels/Resorts,2259276102.0
PLUS,ePlus inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,2253132933.0
NKTR,Nektar Therapeutics  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2250487592.0
AGYS,Agilysys Inc. Common Stock (DE),Technology,EDP Services,2244162440.0
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,Utilities,Natural Gas Distribution,2242276774.0
NEXT,NextDecade Corporation Common Stock,Utilities,Oil & Gas Production,2241840670.0
DXPE,DXP Enterprises Inc. Common Stock,Industrials,Industrial Machinery/Components,2235865990.0
LMAT,LeMaitre Vascular Inc. Common Stock,Health Care,Medical/Dental Instruments,2233659737.0
AMR,Alpha Metallurgical Resources Inc. Common Stock,Energy,Coal Mining,2228873587.0
PMTU,PennyMac Mortgage Investment Trust 8.50% Senior Notes due 2028,Real Estate,Real Estate Investment Trusts,2228020349.0
EFSC,Enterprise Financial Services Corporation Common Stock,Finance,Major Banks,2225514518.0
ADPT,Adaptive Biotechnologies Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2221416161.0
BGR,BlackRock Energy and Resources Trust,Finance,Trusts Except Educational Religious and Charitable,2220901858.0
HNI,HNI Corporation Common Stock,Consumer Discretionary,Office Equipment/Supplies/Services,2210182276.0
UTI,Universal Technical Institute Inc Common Stock,Real Estate,Other Consumer Services,2205758923.0
DJT,Trump Media & Technology Group Corp. Common Stock,Technology,Computer Software: Programming Data Processing,2201782933.0
BANR,Banner Corporation Common Stock,Finance,Major Banks,2196027515.0
COHU,Cohu Inc. Common Stock,Industrials,Electrical Products,2195068896.0
DRH,Diamondrock Hospitality Company Common Stock,Real Estate,Real Estate Investment Trusts,2190094230.0
ADAML,Adamas Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,Real Estate,Real Estate Investment Trusts,2188387563.0
AVPT,AvePoint Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,2181656947.0
HTH,Hilltop Holdings Inc.,Finance,Major Banks,2178493932.0
DCO,Ducommun Incorporated Common Stock,Industrials,Military/Government/Technical,2177902153.0
AXGN,Axogen Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2174973002.0
VERX,Vertex Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,2174819553.0
WLY,John Wiley & Sons Inc. Common Stock,Consumer Discretionary,Books,2173015651.0
ALRM,Alarm.com Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2166373535.0
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,Consumer Discretionary,Consumer Specialties,2163071830.0
THR,Thermon Group Holdings Inc. Common Stock,Energy,Industrial Machinery/Components,2158466524.0
BUSEP,First Busey Corporation Depositary Shares Each Representing a 1/40thInterest in a Share of 8.25% Fixed-Rate Series B Non-Cumulative Perpetual Preferred Stock $0.001 par value,Finance,Major Banks,2152488722.0
SLDE,Slide Insurance Holdings Inc. Common Stock,Finance,Property-Casualty Insurers,2134238753.0
GCMG,GCM Grosvenor Inc. Class A Common Stock,Finance,Investment Managers,2133637398.0
ACHC,Acadia Healthcare Company Inc. Common Stock,Health Care,Medical Specialities,2131795686.0
